"boyle_1811WL0800-out" "boyle_1811WL0875-out" "boyle_1813WL0672-out" "boyle_1816WL0749-out" "boyle_1816WL0804-out" "boyle_1816WL0857-out" "boyle_1823WL1245-out" "boyle_1823WL1277-out" "boyle_1825WL1210-out" "boyle_1826WL1283-out" "mills_1821WL1078-out" "mills_1821WL1160-out" "mills_1823WL1275-out" "mills_1826WL1312-out" "mills_1827WL1430-out" "mills_1827WL1468-out" "mills_1827WL1658-out" "mills_1827WL1678-out" "mills_1828WL1313-out" "mills_1828WL1326-out" "owsley_1815WL0729-out" "owsley_1816WL0780-out" "owsley_1818WL1295-out" "owsley_1820WL1109-out" "owsley_1821WL1072-out" "owsley_1821WL1172-out" "owsley_1826WL1253-out" "owsley_1826WL1285-out" "owsley_1828WL1236-out" "owsley_1828WL1289-out"
"propriety" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108459869848156 0 0.268817204301075 0 0 0.0803858520900322 0 0 0
"provides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0.179856115107914 0.0803858520900322 0 0 0
"provisions" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0.106951871657754 0 0 0 0 0
"put" 0 0 0 0 0 0 0.161550888529887 0 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0 0
"quashing" 0 0.228310502283105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.403225806451613 0 0 0 0 0 0 0
"real" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0.0569476082004556 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0 0
"recollect" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.209937018894332 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"recoverable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0.110497237569061
"refusal" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.268817204301075 0.106951871657754 0 0 0 0 0
"regular" 0 0 0 0.18348623853211 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.403225806451613 0 0 0 0 0 0 0
"rejecting" 0 0 0 0 0 0 0 0.0837520938023451 0 0.13986013986014 0 0 0 0 0 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0
"relationship" 0 0 0 0 0 0 0 0 0 0 0.116414435389988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"released" 0 0 0.218818380743982 0 0 0 0 0 0 0 0 0.114285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0.179856115107914 0 0 0 0
"remaining" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.447093889716841 0 0 0 0 0 0 0 0 0
"remains" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0.0569476082004556 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"remarked" 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0803858520900322 0.0798722044728434 0 0
"represented" 0 0 0 0 0 0 0 0 0 0 0 0 0.396825396825397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"requisite" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.233463035019455 0 0 0 0 0 0 0 0 0 0 0
"requisitions" 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.160771704180064 0 0 0
"reserved" 0 0 0 0.36697247706422 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"review" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0.159744408945687 0 0
"revoking" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.241157556270096 0 0 0
"revolutionary" 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155642023346304 0 0 0 0 0 0 0 0 0 0 0
"roberts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23961661341853 0 0
"ruled" 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155642023346304 0 0 0 0 0 0 0 0 0 0 0
"satisfaction" 0 0 0 0 0 0 0 0 0 0 0.0776096235933256 0 0 0 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0 0 0
"setting" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0.0803858520900322 0 0 0
"seventy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.209937018894332 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"shannon" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0.0902527075812274 0
"shows" 0 0.114155251141553 0 0 0 0 0.0807754442649435 0 0 0 0 0 0.132275132275132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"states" 0 0 0 0 0 0.2710027100271 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0.108459869848156 0 0 0 0 0 0 0 0
"stipulated" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0.142857142857143 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"strictly" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106951871657754 0 0.160771704180064 0 0 0
"submitted" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159744408945687 0 0
"subsequently" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.270758122743682 0
"succession" 0 0 0 0 0 0 0 0.16750418760469 0 0 0 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0
"sufficiently" 0 0 0 0 0 0.2710027100271 0.0807754442649435 0.0837520938023451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"suits" 0 0 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0.179856115107914 0 0 0 0
"supposition" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108459869848156 0 0 0.213903743315508 0 0 0 0 0
"testimony" 0 0 0 0 0 0 0 0 0 0 0.0776096235933256 0 0 0 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0 0 0
"third" 0.147710487444609 0.114155251141553 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"took" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113895216400911 0 0 0 0 0 0 0 0 0 0.106951871657754 0 0 0 0 0
"treaty" 0 0 0 0 0 0.813008130081301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"triplett" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0.110497237569061
"truth" 0 0 0 0 0.121951219512195 0 0.0807754442649435 0 0 0 0 0 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"turnpike" 0 0 0 0 0 0 0.24232633279483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"understanding" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108459869848156 0 0 0 0 0 0 0.0902527075812274 0
"undertaker" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.309917355371901 0 0 0 0 0 0 0 0 0 0 0 0
"united" 0 0 0 0 0 0.2710027100271 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0902527075812274 0
"usurer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.209937018894332 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"want" 0 0 0 0 0 0.5420054200542 0 0 0 0 0 0 0.132275132275132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"war" 0 0 0 0.18348623853211 0 0.5420054200542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"witnesses" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0.873362445414847 0 0 0 0 0 0 0 0 0 0 0 0 0
"xvi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.806451612903226 0 0 0 0 0 0
"able" 0 0 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abroad" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155642023346304 0 0 0 0 0 0 0 0 0 0 0
"absent" 0.147710487444609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.179856115107914 0 0 0 0
"accounts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accrue" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113895216400911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"add" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adds" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0
"adduced" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0
"adjacent" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adm" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"administer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106951871657754 0 0.0803858520900322 0 0 0
"administratrix" 0 0 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0803858520900322 0 0 0
"admitting" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0 0.114285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adopted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0
"adversary" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0699790062981106 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0
"adverse" 0 0 0 0 0 0 0 0.0837520938023451 0.107758620689655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adverting" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0.110497237569061
"affected" 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"aggregate" 0.295420974889217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agnes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.180505415162455 0
"agree" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122850122850123 0 0 0 0 0 0 0 0 0 0
"agreeably" 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0 0
"alien" 0 0 0 0 0 0.5420054200542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"allege" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0.114285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"allotment" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29806259314456 0 0 0 0 0 0 0 0 0
"allowed" 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"alney" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122850122850123 0 0 0 0 0 0 0 0 0 0
"alter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"amend" 0 0 0 0 0 0 0.161550888529887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"amended" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ancillary" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.213903743315508 0 0 0 0 0
"answers" 0 0 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"apology" 0 0 0 0 0 0 0 0 0 0 0 0 0.264550264550265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"applicable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0902527075812274 0
"appointed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.403225806451613 0 0 0 0 0.0798722044728434 0 0
"appointing" 0 0.228310502283105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"appropriated" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"appurtenances" 0 0 0 0 0 0 0 0 0 0 0.0776096235933256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"april" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"archibald" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122850122850123 0 0 0 0 0 0 0 0 0 0
"arrived" 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0
"assign" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110497237569061
"auctioneers" 0 0 0 0 0 0 0 0 0 0 0 0.228571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"auctions" 0 0 0 0 0 0 0 0 0 0 0 0.228571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aught" 0 0.114155251141553 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"authentication" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155642023346304 0 0 0 0 0 0 0 0 0 0 0
"averment" 0.295420974889217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"avoidance" 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"avoiding" 0 0 0.218818380743982 0.18348623853211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aware" 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0.132275132275132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bacon" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bad" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"based" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.206611570247934 0 0 0 0 0 0 0 0 0 0 0 0
"bath" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0 0 0.110497237569061
"becomes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.160771704180064 0 0 0
"beginning" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"benjamin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0 0.110497237569061
"black" 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"blackstone" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113895216400911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"blakey" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"boundaries" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29806259314456 0 0 0 0 0 0 0 0 0
"bourbon" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0.0902527075812274 0
"branch" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155642023346304 0 0 0 0 0 0 0 0 0 0 0
"breaches" 0 0 0 0 0 0 0.161550888529887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bringing" 0 0 0 0 0 0 0 0 0 0 0 0 0.264550264550265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"britain" 0 0 0 0 0 0.2710027100271 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"calling" 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"calls" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"caperton" 0 0 0 0 0 0 0 0 0 0.13986013986014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"cent" 0.295420974889217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chancellor" 0 0 0 0 0 0 0 0 0 0 0 0 0.132275132275132 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"changed" 0 0 0 0 0 0 0 0 0 0.13986013986014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"charge" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"charles" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0902527075812274 0
"chiefly" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chitty" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0.110497237569061
"comes" 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0803858520900322 0 0 0
"coming" 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"commencing" 0.147710487444609 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"complains" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"compos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.160771704180064 0 0 0
"compound" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"computation" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"conceived" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110497237569061
"conclusive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.537634408602151 0 0 0 0 0 0
"conclusiveness" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159744408945687 0 0
"conducted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.220994475138122
"conferred" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0803858520900322 0 0 0.110497237569061
"confers" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.213903743315508 0 0 0 0 0
"confessed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.359712230215827 0 0 0 0
"confesso" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.359712230215827 0 0 0 0
"confined" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0 0 0 0.14903129657228 0 0 0 0 0 0 0 0 0
"conformable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0.0803858520900322 0 0 0
"consisted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0.14903129657228 0 0 0 0 0 0 0 0 0
"consists" 0 0 0 0 0.121951219512195 0 0 0 0 0.13986013986014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constitute" 0 0 0 0 0 0 0 0.0837520938023451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"constitutes" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0
"containing" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"contends" 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714 0 0 0 0.0699790062981106 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"contents" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0 0.0778210116731518 0 0 0 0 0 0 0 0 0 0 0
"contested" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0.0803858520900322 0 0 0
"continue" 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0 0 0 0 0 0 0.108459869848156 0 0 0 0 0 0 0 0
"contra" 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0.179856115107914 0 0 0 0
"contracts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"controversies" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0 0
"conveying" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0 0 0.0614250614250614 0 0 0 0 0 0 0 0 0 0
"copied" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122850122850123 0 0 0 0 0 0 0 0 0 0
"cornelius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.220994475138122
"corner" 0 0 0 0 0 0 0 0 0.21551724137931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"covenanted" 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.268817204301075 0 0 0 0 0 0
"craig" 0 0.114155251141553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.403225806451613 0 0 0 0 0 0 0
"craving" 0 0 0 0 0 0 0 0 0 0 0.0388048117966628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0798722044728434 0 0
"create" 0 0 0 0 0 0 0 0.16750418760469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"created" 0 0 0 0 0 0 0.0807754442649435 0.0837520938023451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"credited" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0699790062981106 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0
"cruise" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113895216400911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"currency" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139958012596221 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"daughter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.160771704180064 0 0 0
"de" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110497237569061
"dead" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.216919739696312 0 0 0 0 0 0 0 0
"declares" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0778210116731518 0 0 0.108459869848156 0 0 0 0 0 0 0 0
