"boyle_1809WL0719-out" "boyle_1809WL0766-out" "boyle_1810WL0654-out" "boyle_1810WL0713-out" "boyle_1811WL0784-out" "boyle_1811WL0825-out" "boyle_1811WL0840-out" "boyle_1811WL0845-out" "boyle_1812WL0610-out" "boyle_1812WL0635-out" "boyle_1812WL0644-out" "boyle_1812WL0652-out" "boyle_1813WL0581-out" "boyle_1815WL0678-out" "boyle_1815WL0727-out" "boyle_1816WL0757-out" "boyle_1816WL0775-out" "boyle_1816WL0792-out" "boyle_1816WL0827-out" "boyle_1816WL1500-out" "boyle_1823WL1271-out" "boyle_1824WL1390-out" "boyle_1824WL1481-out" "boyle_1826WL1276-out" "boyle_1827WL2608-out" "mills_1820WL0991-out" "mills_1820WL1026-out" "mills_1820WL1136-out" "mills_1820WL1194-out" "mills_1821WL1059-out" "mills_1821WL1096-out" "mills_1821WL1121-out" "mills_1821WL1130-out" "mills_1821WL1170-out" "mills_1821WL1184-out" "mills_1821WL1195-out" "mills_1821WL1199-out" "mills_1821WL1217-out" "mills_1824WL1520-out" "mills_1824WL1848-out" "mills_1826WL1315-out" "mills_1826WL1327-out" "mills_1826WL1329-out" "mills_1826WL2186-out" "mills_1827WL1437-out" "mills_1827WL1473-out" "mills_1827WL1668-out" "mills_1827WL2588-out" "mills_1828WL1208-out" "mills_1828WL1323-out" "owsley_1812WL0618-out" "owsley_1813WL0589-out" "owsley_1814WL0796-out" "owsley_1815WL0639-out" "owsley_1815WL0708-out" "owsley_1815WL0762-out" "owsley_1816WL0730-out" "owsley_1816WL0736-out" "owsley_1816WL0802-out" "owsley_1816WL0838-out" "owsley_1816WL0845-out" "owsley_1817WL1055-out" "owsley_1817WL1070-out" "owsley_1817WL1106-out" "owsley_1819WL1147-out" "owsley_1819WL1810-out" "owsley_1820WL1131-out" "owsley_1820WL1172-out" "owsley_1820WL1178-out" "owsley_1821WL1037-out" "owsley_1821WL1108-out" "owsley_1821WL1194-out" "owsley_1826WL1286-out" "owsley_1827WL1457-out" "owsley_1827WL1632-out"
"conducing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153421294875729 0 0 0 0 0 0 0.106496272630458 0 0 0 0 0 0 0 0.0520833333333333 0 0.042247570764681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.355871886120996 0 0.107758620689655 0.0788022064617809 0 0 0 0 0
"confessed" 0 0 0 0 0 0 0 0.310077519379845 0 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0.0520833333333333 0.0424088210347752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0865800865800866 0 0
"Consideration" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103199174406605 0 0 0 0 0 0.0511247443762781 0 0 0 0 0.0424088210347752 0 0 0 0.154798761609907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Courts" 0 0 0 0 0 0 0 0.310077519379845 0 0.198019801980198 0 0 0 0 0 0 0 0 0.28169014084507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.243457090687766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.076847074322099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.146842878120411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Daniel" 0 0 0.284495021337127 0 0.266429840142096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0800640512409928 0 0 0 0 0 0.0533049040511727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Daviess" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.053248136315229 0.0733137829912024 0 0 0 0 0 0 0 0 0 0 0 0 0 0.250125062531266 0 0 0 0.255754475703325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"defeat" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0.0941619585687382 0.0219563069491711 0 0 0 0 0 0 0.0515995872033024 0 0.053248136315229 0 0 0 0 0 0 0 0 0 0 0 0.0677048070412999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0865800865800866 0 0
"demands" 0 0 0 0.151515151515152 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0306842589751458 0 0 0 0 0 0 0 0 0 0 0.102249488752556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"demurred" 0 0 0 0 0 0 0 0 0 0.198019801980198 0 0 0 0.13869625520111 0.184672206832872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100603621730382 0 0 0.180831826401447 0 0 0 0 0 0 0 0 0.0520833333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"descent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0329344604237567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042247570764681 0 0 0 0 0.200100050025012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"determination" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0941619585687382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0424088210347752 0.042247570764681 0 0 0 0 0 0 0 0 0 0 0 0.126103404791929 0 0 0.20703933747412 0 0 0 0.237529691211401 0 0 0 0 0 0 0 0.0466417910447761 0 0 0 0.0515198351365276
"direction" 0 0.1 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0.0827129859387924 0 0 0.208768267223382 0 0 0 0 0.0109781534745856 0 0 0.06265664160401 0 0 0 0 0 0.053248136315229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0
"dividing" 0 0 0 0 0 0 0 0 0 0 0 0.377969762419006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dunlap" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0878252277966846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Effect" 0 0 0 0 0.088809946714032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503018108651912 0 0 0 0 0 0 0 0 0 0 0 0.0520833333333333 0 0.042247570764681 0 0 0.0515995872033024 0 0 0 0.0533049040511727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103039670273055
"employed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219563069491711 0 0 0.06265664160401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103199174406605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0.104547830632514 0 0 0
"enlarge" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0878252277966846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"especially" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0109781534745856 0.16849199663016 0.0153421294875729 0 0 0 0 0 0 0 0 0 0 0 0.0330141961043249 0 0 0 0 0.042247570764681 0 0 0 0.0453720508166969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.237529691211401 0 0 0 0 0 0 0 0 0 0 0 0
"esse" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.076847074322099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0 0
"et" 0 0.1 0 0 0 0 0 0.155038759689922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0109781534745856 0.08424599831508 0 0 0 0 0 0 0.180831826401447 0 0.0733137829912024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.157604412923562 0 0 0 0 0
"event" 0 0 0 0 0.088809946714032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0.0941619585687382 0.0329344604237567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0424088210347752 0 0.0400320256204964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"exclusively" 0 0 0 0 0 0 0 0 0 0 0 0 0.194552529182879 0 0 0 0 0.258397932816537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0520833333333333 0 0 0 0 0 0 0 0 0 0.0608642726719416 0 0 0 0 0 0 0 0 0 0 0.237529691211401 0 0 0 0 0 0 0 0.0466417910447761 0.104547830632514 0 0 0
"executions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0 0 0 0 0.375 0.0255623721881391 0 0 0 0 0 0 0 0 0 0 0 0.312989045383412 0 0 0 0 0 0 0 0 0 0.12970168612192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"exhibit" 0 0 0 0 0 0 0 0 0 0 0 0 0.194552529182879 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100050025012506 0 0.106609808102345 0 0 0 0 0 0.116822429906542 0 0.20703933747412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"existed" 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0 0 0 0.280898876404494 0 0 0 0 0.0153421294875729 0 0 0 0 0 0 0 0 0 0 0.0255623721881391 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.156821745948772 0 0 0
"factor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.295732995352767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"failing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0 0 0.0460263884627186 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0561482313307131 0 0 0 0 0 0 0.0453720508166969 0 0 0 0 0 0.304878048780488 0 0 0 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fifty" 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0 0 0 0 0 0.0941619585687382 0 0 0.0153421294875729 0.12531328320802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0848176420695505 0 0.0400320256204964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forms" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0723065798987708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0660283922086497 0 0 0 0 0 0 0 0.0515995872033024 0 0 0.469483568075117 0 0 0.255754475703325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forty" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0 0 0 0 0 0.178936605316973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"four" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0109781534745856 0 0 0.12531328320802 0.325732899022801 0 0 0 0 0 0 0 0 0 0.0330141961043249 0 0 0 0.0424088210347752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"generally" 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0 0 0 0 0 0 0.0219563069491711 0 0 0 0.1085776330076 0 0 0 0 0 0.0733137829912024 0 0 0.0255623721881391 0 0 0 0 0 0 0.0400320256204964 0.0677048070412999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"get" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.053248136315229 0 0 0 0 0.0660283922086497 0 0 0.0520833333333333 0 0 0.0400320256204964 0.1354096140826 0.0515995872033024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"greater" 0 0 0 0 0 0 0 0 0 0 0.104493207941484 0 0 0 0 0 0 0 0 0 0 0 0 0.0941619585687382 0 0 0.0153421294875729 0 0.1085776330076 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0.0520833333333333 0.0424088210347752 0 0 0.0677048070412999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Harrison" 0 0 0 0 0 0 0 0 0 0 0.104493207941484 0 0 0 0 0 0 0 0 0 0.424178154825027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.489396411092985 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"heard" 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153421294875729 0 0 0 0 0 0 0 0 0 0.25 0 0.0330141961043249 0 0 0.0520833333333333 0 0 0 0 0 0 0 0 0 0 0 0.304878048780488 0 0 0.116822429906542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Here" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439126138983423 0 0.0153421294875729 0 0 0 0 0 0 0.053248136315229 0.0733137829912024 0 0 0 0 0 0.0561482313307131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hesitation" 0 0.1 0 0.151515151515152 0 0.689655172413793 0 0 0 0 0 0 0 0 0 0 0 0.258397932816537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.41407867494824 0 0 0 0 0 0 0 0 0 0 0 0 0.0522739153162572 0.0865800865800866 0 0
"holding" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153421294875729 0 0 0 0 0.103199174406605 0 0.053248136315229 0 0 0 0 0.0330141961043249 0 0 0 0 0 0 0 0.0515995872033024 0.0453720508166969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0
"hollow" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.264113568834599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"husband" 0 0 0 0 0.088809946714032 0 0.786163522012579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0109781534745856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042247570764681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"import" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0723065798987708 0 0.0219563069491711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.146842878120411 0.126103404791929 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0.104547830632514 0 0 0
"imported" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.426439232409382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Improvements" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.768049155145929 0 0 0 0 0 0 0 0 0 0 0 0.0608642726719416 0.51150895140665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"included" 0 0 0 0 0 0 0 0 0 0 0 0.107991360691145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0.132056784417299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0
"including" 0 0 0 0 0 0 0.157232704402516 0 0 0 0 0.107991360691145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0.132056784417299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"increased" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153421294875729 0 0 0 0 0 0 0 0.0733137829912024 0 0 0.0511247443762781 0 0 0 0 0 0 0 0 0 0 0 0 0 0.182592818015825 0 0 0 0 0 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"indemnify" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.280224179343475 0 0.0515995872033024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Indian" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165425971877585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.439882697947214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"infant" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0511247443762781 0 0 0 0 0 0 0 0 0 0 0 0 0 0.304321363359708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0515198351365276
"information" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330141961043249 0 0 0 0 0 0 0.4062288422478 0 0 0 0 0 0 0 0 0 0.126103404791929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"insolvent" 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0767106474378644 0 0 0 0 0 0 0 0 0 0 0.0255623721881391 0 0 0.0561482313307131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"instructions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.126742712294043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.157604412923562 0 0 0 0 0.154559505409583
"interference" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.165070980521624 0 0 0.0520833333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.257731958762887 0 0 0 0 0 0 0 0 0 0
"interrogatories" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127811860940695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.62111801242236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jacob" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219563069491711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.208333333333333 0 0 0 0 0 0 0 0.394011032308905 0 0 0 0 0
"judge" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106044538706257 0 0 0 0.0219563069491711 0 0 0 0 0 0.537634408602151 0 0.180831826401447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.384615384615385 0 0 0 0 0 0 0 0 0 0 0
"Law" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28169014084507 0 0 0 0 0 0.0219563069491711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0608642726719416 0 0 0 0 0 0 0.20703933747412 0 0.163132137030995 0 0 0 0 0 0 0 0 0 0.0466417910447761 0 0 0.147058823529412 0
"lessors" 0 0 0 0.606060606060606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0941619585687382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25974025974026 0 0
"Liability" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159744408945687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.146842878120411 0 0 0 0 0 0 0 0.237529691211401 0 0 0 1.06761565836299 0 0 0 0 0 0 0 0
"lot" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0255623721881391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.840336134453782 0 0 0.163132137030995 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lotteries" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.169635284139101 0 0 0 0 0 0 0 0 0 0 0 0 0.504413619167718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"maintained" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.376647834274953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0 0.0932835820895522 0 0 0 0
"McClain" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mere" 0 0 0 0.151515151515152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219563069491711 0 0.0153421294875729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0400320256204964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128865979381443 0 0 0 0 0.0788022064617809 0.0466417910447761 0 0 0 0
"mother" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0329344604237567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15625 0 0.0844951415293621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"motives" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106496272630458 0 0 0 0.153374233128834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"necessarily" 0 0 0 0 0 0 0 0 0.186567164179104 0 0.208986415882968 0.0539956803455724 0 0 0 0 0 0 0 0 0 0 0 0 0.0219563069491711 0 0.0153421294875729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116822429906542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"negotiated" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.412796697626419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
